"stusps","station_id","usaf","wban","station_name","icao","lat","lon","elev_m","statefp","countyfp","county_geoid","county_name","state_name","climate_region","geometry"
"ND","72085300281","720853","00281","ROLLA MUNICIPAL AIRPORT","K06D",48.884,-99.621,555,"38","079","38079","Rolette","North Dakota","Northern Rockies and Plains",c(-268689.211273975, 2880597.46822618)
"ND","99999994080","999999","94080","MEDORA 7 E","",46.895,-103.377,844.6,"38","007","38007","Billings","North Dakota","Northern Rockies and Plains",c(-563993.191063763, 2677970.63850213)
"ND","72049199999","720491","99999","GWINNER ROGER MELROE FLD","KGWR",46.219,-97.643,385.9,"38","081","38081","Sargent","North Dakota","Northern Rockies and Plains",c(-127027.141704352, 2582258.36348465)
"ND","72094199999","720941","99999","HARVEY MUNI","",47.791,-99.932,489.2,"38","103","38103","Wells","North Dakota","Northern Rockies and Plains",c(-296732.68659282, 2761245.37627989)
"ND","72763024012","727630","24012","DICKINSON THEODORE ROOSEVELT RGNL ARPT","KDIK",46.8,-102.797,787.4,"38","089","38089","Stark","North Dakota","Northern Rockies and Plains",c(-520480.985729523, 2664172.67915445)
"ND","72094799999","720947","99999","COOPERSTOWN MUNI","",47.423,-98.106,434,"38","039","38039","Griggs","North Dakota","Northern Rockies and Plains",c(-159864.451644342, 2716238.34931696)
"ND","72758494038","727584","94038","HETTINGER MUNICIPAL ARPT","KHEI",46.011,-102.652,823.2,"38","001","38001","Adams","North Dakota","Northern Rockies and Plains",c(-515513.575312178, 2576130.63864423)
"ND","72767624013","727676","24013","MINOT INTERNATIONAL ARPT","KMOT",48.252,-101.269,505.2,"38","101","38101","Ward","North Dakota","Northern Rockies and Plains",c(-394723.689960105, 2816883.43884486)
"ND","72086300289","720863","00289","TIOGA MUNICIPAL AIRPORT","KD60",48.381,-102.898,691,"38","105","38105","Williams","North Dakota","Northern Rockies and Plains",c(-515539.724007343, 2838864.91785632)
"ND","72087100296","720871","00296","MANDAN MUNICIPAL AIRPORT","KY19",46.768,-100.894,593.1,"38","059","38059","Morton","North Dakota","Northern Rockies and Plains",c(-375094.902368988, 2651668.59280396)
"ND","99999994084","999999","94084","NORTHGATE 5 ESE","",48.968,-102.17,561.4,"38","013","38013","Burke","North Dakota","Northern Rockies and Plains",c(-457023.131124394, 2899548.35733087)
"ND","72102299999","721022","99999","KILO (DONNYBROOK 2)","",48.551,-102.12,693.4,"38","101","38101","Ward","North Dakota","Northern Rockies and Plains",c(-456275.158940183, 2853556.34035739)
"ND","72102499999","721024","99999","MIKE (KENMARE)","",48.673,-101.882,569.4,"38","101","38101","Ward","North Dakota","Northern Rockies and Plains",c(-437724.062888699, 2865831.69731919)
"ND","72102199999","721021","99999","JULIET (DONNYBROOK)","",48.412,-101.892,670.3,"38","101","38101","Ward","North Dakota","Northern Rockies and Plains",c(-440246.849725229, 2837211.64985068)
"ND","72757394928","727573","94928","DEVILS LAKE MUNI AIRPORT","KDVL",48.117,-98.9,439.2,"38","071","38071","Ramsey","North Dakota","Northern Rockies and Plains",c(-217783.1180406, 2794384.59868205)
"ND","72073700266","720737","00266","CARRINGTON MUNICIPAL AIRPORT","K46D",47.451,-99.151,490.1,"38","031","38031","Foster","North Dakota","Northern Rockies and Plains",c(-239062.589674649, 2721524.50349127)
"ND","72767794041","727677","94041","GARRISON","KN60",47.646,-101.441,582,"38","055","38055","McLean","North Dakota","Northern Rockies and Plains",c(-411419.763371704, 2750880.4114911)
"ND","72091100301","720911","00301","BARNES COUNTY MUNICIPAL AIRPORT","KBAC",46.942,-98.018,427,"38","003","38003","Barnes","North Dakota","Northern Rockies and Plains",c(-154314.976754682, 2662910.34967704)
"ND","72085400282","720854","00282","BEACH AIRPORT","K20U",46.925,-103.982,840,"38","033","38033","Golden Valley","North Dakota","Northern Rockies and Plains",c(-609863.937808514, 2685017.08033745)
"ND","72764024011","727640","24011","BISMARCK MUNICIPAL AIRPORT","KBIS",46.782,-100.758,503.2,"38","015","38015","Burleigh","North Dakota","Northern Rockies and Plains",c(-364602.588890255, 2652687.65650987)
"ND","72089599999","720895","99999","GLEN ULLIN REGIONAL","KD57",46.813,-101.86,636.7,"38","059","38059","Morton","North Dakota","Northern Rockies and Plains",c(-448739.657346465, 2660830.81232738)
"ND","72101799999","721017","99999","GOLF (PLAZA)","",48.12,-101.96,643.7,"38","061","38061","Mountrail","North Dakota","Northern Rockies and Plains",c(-447337.214430496, 2805424.07988467)
"ND","72767094014","727670","94014","SLOULIN FIELD INTERNATIONAL AIRPORT","KISN",48.174,-103.637,579.7,"38","105","38105","Williams","North Dakota","Northern Rockies and Plains",c(-572488.101963543, 2820359.01179223)
"ND","72090900300","720909","00300","STANLEY MUNICIPAL AIRPORT","K08D",48.301,-102.406,684.3,"38","061","38061","Mountrail","North Dakota","Northern Rockies and Plains",c(-479420.145526648, 2827500.43505774)
"ND","72101999999","721019","99999","INDIA (PALERMO)","",48.345,-102.304,678.2,"38","061","38061","Mountrail","North Dakota","Northern Rockies and Plains",c(-471476.604272981, 2831825.41672319)
"ND","99999954937","999999","54937","JAMESTOWN 38 WSW","",46.77,-99.478,585.2,"38","043","38043","Kidder","North Dakota","Northern Rockies and Plains",c(-266617.467062476, 2647109.0025457)
"ND","72085800285","720858","00285","CANDO MUNICIPAL AIRPORT","K9D7",48.48,-99.236,450.2,"38","095","38095","Towner","North Dakota","Northern Rockies and Plains",c(-241645.426556239, 2835160.15913081)
"ND","A0714100327","A07141","00327","COOPERSTOWN MUNICIPAL AIRPORT","KS32",47.423,-98.106,434,"38","039","38039","Griggs","North Dakota","Northern Rockies and Plains",c(-159864.451644342, 2716238.34931696)
"ND","72101899999","721018","99999","HOTEL (PARSHALL)","",47.974,-102.223,578.2,"38","061","38061","Mountrail","North Dakota","Northern Rockies and Plains",c(-468102.803532168, 2790626.58232918)
"NE","72556014941","725560","14941","KARL STEFAN MEMORIAL AIRPORT","KOFK",41.98,-97.434,476.2,"31","119","31119","Madison","Nebraska","Northern Rockies and Plains",c(-117999.078014022, 2109565.3975579)
"NE","72224154925","722241","54925","WAYNE MUNICIPAL AIRPORT","KLCG",42.242,-96.983,434,"31","179","31179","Wayne","Nebraska","Northern Rockies and Plains",c(-80586.3106599572, 2138395.95084321)
"NE","72555694975","725556","94975","AINSWORTH MUNICIPAL ARPT","KANW",42.577,-100.001,787.6,"31","017","31017","Brown","Nebraska","Northern Rockies and Plains",c(-326334.401333641, 2182304.40719064)
"NE","72098699999","720986","99999","INDIA (SIDNEY)","",41.05,-102.867,1293,"31","033","31033","Cheyenne","Nebraska","Northern Rockies and Plains",c(-572106.925984313, 2025268.42670809)
"NE","72098899999","720988","99999","KILO (DIX)","K1KW",41.133,-103.483,1439.3,"31","105","31105","Kimball","Nebraska","Northern Rockies and Plains",c(-622594.702919447, 2038407.12879596)
"NE","72554014949","725540","14949","OFFUTT AFB AIRPORT","KOFF",41.117,-95.917,319.1,"31","153","31153","Sarpy","Nebraska","Northern Rockies and Plains",c(6914.40585966859, 2012094.24782391)
"NE","72550014942","725500","14942","EPPLEY AIRFIELD AIRPORT","KOMA",41.312,-95.902,298.8,"31","055","31055","Douglas","Nebraska","Northern Rockies and Plains",c(8141.48446925147, 2033926.30338814)
"NE","72552794978","725527","94978","TEKAMAH MUNICIPAL AIRPORT","KTQE",41.763,-96.18,312,"31","021","31021","Burt","Nebraska","Northern Rockies and Plains",c(-14858.1367996377, 2084411.45130046)
"NE","72030804992","720308","04992","MILLARD AIRPORT","KMLE",41.196,-96.112,319.7,"31","055","31055","Douglas","Nebraska","Northern Rockies and Plains",c(-9319.8577689968, 2020941.48186757)
"NE","72344154921","723441","54921","ALBION MUNICIPAL AIRPORT","KBVN",41.73,-98.054,548.3,"31","011","31011","Boone","Nebraska","Northern Rockies and Plains",c(-169614.55308238, 2082537.91616057)
"NE","72563799999","725637","99999","GORDON MUNI","KGRN",42.806,-102.175,1085.7,"31","161","31161","Sheridan","Nebraska","Northern Rockies and Plains",c(-501785.375674377, 2217335.40349853)
"NE","72094200323","720942","00323","WAHOO MUNICIPAL AIRPORT","KAHQ",41.233,-96.6,373.1,"31","155","31155","Saunders","Nebraska","Northern Rockies and Plains",c(-49901.3369375621, 2025235.78982562)
"NE","72562414994","725624","14994","JIM KELLY FIELD AIRPORT","KLXN",40.789,-99.771,733,"31","047","31047","Dawson","Nebraska","Northern Rockies and Plains",c(-315521.935271573, 1981623.37485898)
"NE","72552594949","725525","94949","HASTINGS MUNICIPAL AIRPORT","KHSI",40.6,-98.426,591.1,"31","001","31001","Adams","Nebraska","Northern Rockies and Plains",c(-203556.485217556, 1956792.78286134)
"NE","72229100470","722291","00470","PLATTSMOUTH MUNICIPAL AIRPORT","KPMV",40.948,-95.917,367.3,"31","025","31025","Cass","Nebraska","Northern Rockies and Plains",c(6930.93286561291, 1993171.18921971)
"NE","72561024030","725610","24030","SIDNEY MUNICIPAL AIRPORT","KSNY",41.099,-102.986,1306.8,"31","033","31033","Cheyenne","Nebraska","Northern Rockies and Plains",c(-581600.454140642, 2031462.57292847)
"NE","72556604957","725566","04957","THE O'NEILL MUNI-JOHN L BAKER FIELD AIRPORT","KONL",42.47,-98.688,619.1,"31","089","31089","Holt","Nebraska","Northern Rockies and Plains",c(-219615.726814435, 2166578.65215449)
"NE","72097899999","720978","99999","BRAVO (PINE BLUFFS)","",41.517,-104,1607.2,"31","007","31007","Banner","Nebraska","Northern Rockies and Plains",c(-661897.065239085, 2084744.32708045)
"NE","72551214989","725512","14989","YORK MUNICIPAL AIRPORT","KJYR",40.894,-97.626,507.2,"31","185","31185","York","Nebraska","Northern Rockies and Plains",c(-135876.330050588, 1988283.62730048)
"NE","72040500436","720405","00436","BLAIR MUNICIPAL AIRPORT","KBTA",41.412,-96.109,395.9,"31","177","31177","Washington","Nebraska","Northern Rockies and Plains",c(-9042.48525087972, 2045121.09861941)
"NE","72562804935","725628","04935","BREWSTER FIELD AIRPORT","KHDE",40.45,-99.339,702.3,"31","137","31137","Phelps","Nebraska","Northern Rockies and Plains",c(-280725.865800483, 1942324.66556349)
"NE","72555594946","725555","94946","BROKEN BOW MUNICIPAL ARPT","KBBW",41.437,-99.639,771.1,"31","041","31041","Custer","Nebraska","Northern Rockies and Plains",c(-301705.44545326, 2053691.33823007)
"NE","99999994079","999999","94079","WHITMAN 5 ENE","",42.068,-101.445,1140,"31","075","31075","Grant","Nebraska","Northern Rockies and Plains",c(-447259.093696383, 2131335.26046366)
"NE","72098399999","720983","99999","FOXTROT (DIX)","",41.367,-103.483,1453,"31","105","31105","Kimball","Nebraska","Northern Rockies and Plains",c(-620534.120617134, 2064522.16983468)
"NE","72212404998","722124","04998","HEBRON MUNICIPAL AIRPORT","KHJH",40.149,-97.587,449,"31","169","31169","Thayer","Nebraska","Northern Rockies and Plains",c(-134011.101186783, 1904790.86474334)
"NE","72552014935","725520","14935","CENTRAL NEBRASKA REGIONAL AIRPORT","KGRI",40.961,-98.313,561.7,"31","079","31079","Hall","Nebraska","Northern Rockies and Plains",c(-193093.091599665, 1996973.8255045)
"NE","72098599999","720985","99999","HOTEL (GURLEY)","",41.317,-102.833,1262.8,"31","033","31033","Cheyenne","Nebraska","Northern Rockies and Plains",c(-567131.754504856, 2054879.3327287)
"NE","72098299999","720982","99999","ECHO (PINE BLUFFS)","",41.117,-103.983,1609.3,"31","105","31105","Kimball","Nebraska","Northern Rockies and Plains",c(-664250.794631494, 2040006.91704451)
"NE","72562624091","725626","24091","IMPERIAL MUNICIPAL AIRPORT","KIML",40.511,-101.624,996.5,"31","029","31029","Chase","Nebraska","Northern Rockies and Plains",c(-472254.017531404, 1958203.40576364)
"NE","72566594073","725665","94073","KMBAL MUNI/R E ARRAJ FD AP","KIBM",41.189,-103.671,1491.7,"31","105","31105","Kimball","Nebraska","Northern Rockies and Plains",c(-637697.428774988, 2045903.48529802)
"NE","72562024023","725620","24023","NORTH PLATTE RGNL AP LEE BIRD FD AP","KLBF",41.122,-100.669,841.9,"31","111","31111","Lincoln","Nebraska","Northern Rockies and Plains",c(-388772.256246478, 2022203.19199013)
"NE","72562194063","725621","94063","SEARLE FIELD AIRPORT","KOGA",41.119,-101.768,990.6,"31","101","31101","Keith","Nebraska","Northern Rockies and Plains",c(-480201.06746595, 2026892.42980804)
"NE","72563524044","725635","24044","ALLIANCE MUNICIPAL AIRPORT","KAIA",42.057,-102.802,1196.3,"31","013","31013","Box Butte","Nebraska","Northern Rockies and Plains",c(-558641.377034562, 2137289.24564713)
"NE","72098499999","720984","99999","GOLF (SIDNEY)","",41.217,-103.1,1333.5,"31","033","31033","Cheyenne","Nebraska","Northern Rockies and Plains",c(-590087.595610335, 2045340.22266695)
"NE","72098199999","720981","99999","DELTA (KIMBALL)","",41.367,-103.8,1546,"31","105","31105","Kimball","Nebraska","Northern Rockies and Plains",c(-646763.762435314, 2066635.81959532)
"NE","72563624017","725636","24017","CHADRON MUNICIPAL AIRPORT","KCDR",42.837,-103.098,1003,"31","045","31045","Dawes","Nebraska","Northern Rockies and Plains",c(-576400.172107876, 2226026.88972307)
"NE","72552494958","725524","94958","EVELYN SHARP FIELD AIRPORT","KODX",41.623,-98.949,627.5,"31","175","31175","Valley","Nebraska","Northern Rockies and Plains",c(-243872.949357459, 2072515.40669155)
"NE","72567024032","725670","24032","MILLER FIELD AIRPORT","KVTN",42.859,-100.551,791,"31","031","31031","Cherry","Nebraska","Northern Rockies and Plains",c(-369653.283146843, 2215802.27192863)
"NE","72221194087","722211","94087","THOMAS COUNTY AIRPORT","KTIF",41.964,-100.569,888.2,"31","171","31171","Thomas","Nebraska","Northern Rockies and Plains",c(-375923.23148118, 2115923.79848782)
"NE","72551594947","725515","94947","BEATRICE MUNICIPAL AIRPORT","KBIE",40.301,-96.754,403.6,"31","067","31067","Gage","Nebraska","Northern Rockies and Plains",c(-63537.2334257495, 1920953.02528896)
"NE","72551304901","725513","04901","ARRA MUNI-AL POTTER FLD AP","KAUH",40.893,-97.997,548.3,"31","081","31081","Hamilton","Nebraska","Northern Rockies and Plains",c(-166877.076445186, 1988762.62411259)
"NE","72562594040","725625","94040","MC COOK MUNICIPAL AIRPORT","KMCK",40.204,-100.59,779.4,"31","145","31145","Red Willow","Nebraska","Northern Rockies and Plains",c(-387163.372155519, 1919185.49245995)
"NE","72040599999","720405","99999","BLAIR MUNI AIRPORT","KBTA",41.417,-96.117,403.9,"31","177","31177","Washington","Nebraska","Northern Rockies and Plains",c(-9705.46454185555, 2045681.54972447)
"NE","72552614905","725526","14905","KEARNEY MUNICIPAL AIRPORT","KEAR",40.733,-99,649.2,"31","019","31019","Buffalo","Nebraska","Northern Rockies and Plains",c(-251234.018997716, 1973056.55546063)
"NE","72553394957","725533","94957","BRENNER FIELD AIRPORT","KFNB",40.079,-95.589,298.8,"31","147","31147","Richardson","Nebraska","Northern Rockies and Plains",c(34741.5120524545, 1895904.19773204)
"NE","99999994995","999999","94995","LINCOLN 8 ENE","",40.848,-96.565,362.4,"31","109","31109","Lancaster","Nebraska","Northern Rockies and Plains",c(-47246.7514236001, 1982110.31131382)
"NE","99999994996","999999","94996","LINCOLN 11 SW","",40.695,-96.854,418.2,"31","109","31109","Lancaster","Nebraska","Northern Rockies and Plains",c(-71567.1125539495, 1965156.38041993)
"NE","72229199999","722291","99999","PLATTSMOUTH MUNI","KPMV",40.95,-95.918,366.4,"31","025","31025","Cass","Nebraska","Northern Rockies and Plains",c(6847.23442855235, 1993395.0736075)
"NE","72097999999","720979","99999","CHARLIE (GERING)","",41.583,-103.667,1371,"31","007","31007","Banner","Nebraska","Northern Rockies and Plains",c(-633811.42493945, 2089835.70377769)
"NE","99999994077","999999","94077","HARRISON 20 SSE","",42.425,-103.736,1343,"31","165","31165","Sioux","Nebraska","Northern Rockies and Plains",c(-631844.299163239, 2184172.82423142)
"NE","72554104993","725541","04993","NEBRASKA CITY MUNI AIRPORT","KAFK",40.606,-95.864,351.4,"31","131","31131","Otoe","Nebraska","Northern Rockies and Plains",c(11411.5195229045, 1954874.66375352)
"NE","72551014939","725510","14939","LINCOLN MUNICIPAL AIRPORT","KLNK",40.848,-96.765,356.7,"31","109","31109","Lancaster","Nebraska","Northern Rockies and Plains",c(-63970.9511763047, 1982227.34172371)
"NE","72566024028","725660","24028","WESTERN NE REGIONAL/HEILIG FIELD AP","KBFF",41.875,-103.601,1206,"31","157","31157","Scotts Bluff","Nebraska","Northern Rockies and Plains",c(-625756.516714104, 2121966.72061936)
"NE","72556404924","725564","04924","FREMONT MUNICIPAL AIRPORT","KFET",41.449,-96.52,366.7,"31","053","31053","Dodge","Nebraska","Northern Rockies and Plains",c(-43115.595054364, 2049375.3100611)
"NH","72615554736","726155","54736","LACONIA MUNICIPAL AIRPORT","KLCI",43.567,-71.433,166.1,"33","001","33001","Belknap","New Hampshire","Northeast",c(1953837.12584573, 2539972.0493611)
"NH","99999954794","999999","54794","DURHAM 2 N","",43.172,-70.928,36.3,"33","017","33017","Strafford","New Hampshire","Northeast",c(2004573.74374885, 2507885.4616574)
"NH","72616094700","726160","94700","BERLIN MUNICIPAL AIRPORT","KBML",44.576,-71.178,342.3,"33","007","33007","Coos","New Hampshire","Northeast",c(1944604.77341826, 2653928.11394336)
"NH","72605504743","726055","04743","PEASE INTERNATIONAL TRADEPORT AIRPORT","KPSM",43.083,-70.817,30.5,"33","015","33015","Rockingham","New Hampshire","Northeast",c(2015843.62332459, 2500638.60032402)
"NH","74394654754","743946","54754","BOIRE FIELD AIRPORT","KASH",42.783,-71.517,61,"33","011","33011","Hillsborough","New Hampshire","Northeast",c(1969613.26278261, 2453581.38421472)
"NH","72613454728","726134","54728","WHITEFIELD (ASOS)","KHIE",44.368,-71.545,327.4,"33","007","33007","Coos","New Hampshire","Northeast",c(1922393.23976284, 2624062.53513448)
"NH","72616454728","726164","54728","MT WASHINGTON RGNL AIRPORT","KHIE",44.366,-71.552,319.3,"33","007","33007","Coos","New Hampshire","Northeast",c(1921911.87295545, 2623705.42014572)
"NH","72613014755","726130","14755","MT. WASHINGTON OBSERVATORY","KMWN",44.27,-71.303,1911.7,"33","007","33007","Coos","New Hampshire","Northeast",c(1943795.14318081, 2618426.63500721)
"NH","72605014745","726050","14745","CONCORD MUNICIPAL AIRPORT","KCON",43.205,-71.503,103.2,"33","013","33013","Merrimack","New Hampshire","Northeast",c(1958696.62716872, 2499456.25473493)
"NH","99999954795","999999","54795","DURHAM 2 SSW","",43.109,-70.948,19.2,"33","017","33017","Strafford","New Hampshire","Northeast",c(2004845.34961553, 2500670.60824617)
"NH","72616354770","726163","54770","JAFFREY MINI-SLVR RNCH APT","KAFN",42.807,-72.001,308.4,"33","005","33005","Cheshire","New Hampshire","Northeast",c(1930846.13057881, 2446244.04245992)
"NH","72616594721","726165","94721","DILLANT-HOPKINS AIRPORT","KEEN",42.9,-72.267,146.6,"33","005","33005","Cheshire","New Hampshire","Northeast",c(1907326.18028765, 2450937.92221095)
"NH","74207864773","742078","64773","PLYMOUTH MUNICIPAL AIRPORT","K1P1",43.779,-71.754,153.9,"33","009","33009","Grafton","New Hampshire","Northeast",c(1922897.69976976, 2556304.82323565)
"NH","74394514710","743945","14710","MANCHESTER AIRPORT","KMHT",42.93,-71.436,69.8,"33","015","33015","Rockingham","New Hampshire","Northeast",c(1971785.64777383, 2471142.26988033)
"NH","72605654791","726056","54791","SKYHAVEN AIRPORT","KDAW",43.279,-70.924,100.2,"33","017","33017","Strafford","New Hampshire","Northeast",c(2001769.6902251, 2519505.04119391)
"NH","72616499999","726164","99999","MT WASHINGTON RGNL","KHIE",44.368,-71.544,327,"33","007","33007","Coos","New Hampshire","Northeast",c(1922470.10620893, 2624082.7641878)
"NH","72611694765","726116","94765","LEBANON MUNICIPAL AIRPORT","KLEB",43.627,-72.305,168.9,"33","009","33009","Grafton","New Hampshire","Northeast",c(1884304.30578168, 2528844.38856347)
"NH","99799399999","997993","99999","GREAT BAY RESERVE","",43.05,-70.833,3,"33","015","33015","Rockingham","New Hampshire","Northeast",c(2015557.73708278, 2496741.74455485)
"NJ","72409754738","724097","54738","MORRISTOWN MUNICIPAL AIRPORT","KMMU",40.8,-74.417,57,"34","027","34027","Morris","New Jersey","Northeast",c(1790571.58424095, 2180801.30942642)
"NJ","72408454760","724084","54760","MONMOUTH EXECUTIVE AIRPORT","KBLM",40.187,-74.125,48.5,"34","025","34025","Monmouth","New Jersey","Northeast",c(1830036.40770484, 2119485.58280579)
"NJ","99800299999","998002","99999","JACQUES COUSTEAU RESERVE","",39.533,-74.45,12,"34","001","34001","Atlantic","New Jersey","Northeast",c(1819794.29637459, 2041866.15698759)
"NJ","72502014734","725020","14734","NEWARK LIBERTY INTERNATIONAL AP","KEWR",40.683,-74.169,2,"34","039","34039","Union","New Jersey","Northeast",c(1813768.85191167, 2172741.05249755)
"NJ","99768799999","997687","99999","BURLINGTON DEL RIVER","",40.08,-74.88,9,"42","017","42017","Bucks","Pennsylvania","Northeast",c(1770578.75536541, 2093499.94986211)
"NJ","72407513735","724075","13735","MILLVILLE MUNICIPAL ARPT","KMIV",39.366,-75.078,17.8,"34","011","34011","Cumberland","New Jersey","Northeast",c(1771722.63391587, 2011748.78503643)
"NJ","99728999999","997289","99999","SANDY HOOK","",40.47,-74,10,"34","025","34025","Monmouth","New Jersey","Northeast",c(1833032.89208395, 2152757.2684829)
"NJ","72409514792","724095","14792","TRENTON MERCER AIRPORT","KTTN",40.277,-74.816,57.9,"34","021","34021","Mercer","New Jersey","Northeast",c(1770975.84876951, 2116219.18345727)
"NJ","74000154793","740001","54793","SUSSEX AIRPORT","KFWN",41.199,-74.626,127.5,"34","037","34037","Sussex","New Jersey","Northeast",c(1763563.37525228, 2220434.40414962)
"NJ","72040799999","720407","99999","ROBERT J MILLER AIRPARK","KMJX",39.933,-74.3,25,"34","029","34029","Ocean","New Jersey","Northeast",c(1822094.53935323, 2088408.62267779)
"NJ","72224754785","722247","54785","SOMERSET AIRPORT","KSMQ",40.624,-74.669,30.1,"34","035","34035","Somerset","New Jersey","Northeast",c(1774406.95540301, 2156863.20219444)
"NJ","72407754779","724077","54779","AEROFLEX-ANDOVER AIRPORT","K12N",41.009,-74.736,176.8,"34","037","34037","Sussex","New Jersey","Northeast",c(1759360.00382924, 2197655.40182074)
"NJ","74596603726","745966","03726","CAPE MAY COUNTY AIRPORT","KWWD",39.008,-74.908,7,"34","009","34009","Cape May","New Jersey","Northeast",c(1794714.76844341, 1975790.99200169)
"NJ","72040700462","720407","00462","OCEAN COUNTY AIRPORT","KMJX",39.928,-74.292,25,"34","029","34029","Ocean","New Jersey","Northeast",c(1822881.42284588, 2088016.33824059)
"NJ","99999913724","999999","13724","ATLANTIC CITY MARINA","",39.378,-74.424,3.1,"34","001","34001","Atlantic","New Jersey","Northeast",c(1825862.07966675, 2025439.18078493)
"NJ","72407093730","724070","93730","ATLANTIC CITY INTERNATIONAL AIRPORT","KACY",39.452,-74.567,17.8,"34","001","34001","Atlantic","New Jersey","Northeast",c(1812112.73916224, 2030783.97835304)
"NJ","72407493780","724074","93780","SOUTH JERSEY REGIONAL ARPT","KVAY",39.941,-74.841,15.2,"34","005","34005","Burlington","New Jersey","Northeast",c(1777233.17149088, 2079037.27241427)
"NJ","99834299999","998342","99999","TACONY/PALMYRA BRIDGE","",40.012,-75.042,20,"34","005","34005","Burlington","New Jersey","Northeast",c(1758886.03158129, 2083058.61828725)
"NJ","72409454743","724094","54743","ESSEX COUNTY AIRPORT","KCDW",40.876,-74.283,52,"34","013","34013","Essex","New Jersey","Northeast",c(1799566.85728918, 2191623.61466677)
"NJ","99999900178","999999","00178","LINDEN AIRPORT","KLDJ",40.617,-74.25,7,"34","039","34039","Union","New Jersey","Northeast",c(1808834.43756873, 2163998.45582997)
"NJ","72058199999","720581","99999","LINDEN","KLDJ",40.617,-74.245,7,"34","039","34039","Union","New Jersey","Northeast",c(1809242.9732673, 2164093.63513064)
"NJ","72409614706","724096","14706","MCGUIRE AFB AIRPORT","KWRI",40.017,-74.6,39.9,"34","005","34005","Burlington","New Jersey","Northeast",c(1795233.01346545, 2091870.12366933)
"NJ","72502594741","725025","94741","TETERBORO AIRPORT","KTEB",40.859,-74.056,0.8,"34","003","34003","Bergen","New Jersey","Northeast",c(1818479.05179455, 2194090.97052983)
"NJ","72409014780","724090","14780","NAES/MAXFIELD FIELD","KNEL",40.033,-74.35,30.8,"34","029","34029","Ocean","New Jersey","Northeast",c(1815438.54713893, 2098366.2861311)
"NJ","99842899999","998428","99999","OCEAN GROVE","",40.209,-74.004,5,"34","025","34025","Monmouth","New Jersey","Northeast",c(1839412.81522324, 2124221.03291123)
"NM","72360023051","723600","23051","CLAYTON MUNICIPAL AIRPARK AIRPORT","KCAO",36.448,-103.154,1514.6,"35","059","35059","Union","New Mexico","Southwest",c(-634756.22341078, 1512816.82775569)
"NM","72267823052","722678","23052","RATON MUNI/CREWS FIELD APT","KRTN",36.742,-104.508,1936.4,"35","007","35007","Colfax","New Mexico","Southwest",c(-751653.017657973, 1555518.24371637)
"NM","72041100137","720411","00137","ANGEL FIRE AIRPORT","KAXX",36.422,-105.29,2554.2,"35","007","35007","Colfax","New Mexico","Southwest",c(-824027.92791292, 1526309.89882014)
"NM","72364099999","723640","99999","DONA ANA COUNTY INTL JETPORT ARPT/SANTA TERESA","KDNA",31.88,-106.703,1253.6,"35","013","35013","Doña Ana","New Mexico","Southwest",c(-1005912.36420528, 1035117.60340735)
"NM","99999953017","999999","53017","AZTEC 43 E","",36.75,-107.219,2140.9,"35","039","35039","Rio Arriba","New Mexico","Southwest",c(-990076.688219163, 1581254.52887426)
"NM","72269393097","722693","93097","ALAMOGORDO-WHITE SANDS RGL AIRPORT","KALM",32.84,-105.991,1280.2,"35","035","35035","Otero","New Mexico","Southwest",c(-928019.990713215, 1134266.98201521)
"NM","72041199999","720411","99999","ANGEL FIRE","KAXX",36.417,-105.29,2554.2,"35","007","35007","Colfax","New Mexico","Southwest",c(-824082.590819594, 1525752.50021056)
"NM","72365399999","723653","99999","ALBUQUERQUE RADAR","KZAB",35.167,-106.567,1621,"35","001","35001","Bernalillo","New Mexico","Southwest",c(-952451.634902796, 1398494.69674545)
"NM","99999903075","999999","03075","DULCE 1 NW","",36.935,-107,2074.5,"35","039","35039","Rio Arriba","New Mexico","Southwest",c(-968443.357072427, 1599583.93585102)
"NM","72272523078","722725","23078","DEMING MUNICIPAL AIRPORT","KDMN",32.259,-107.721,1311.6,"35","029","35029","Luna","New Mexico","Southwest",c(-1095928.23107057, 1088314.85584947)
"NM","72097600345","720976","00345","LORDSBURG MUNICIPAL AIRPORT","KLSB",32.333,-108.691,1304.2,"35","023","35023","Hidalgo","New Mexico","Southwest",c(-1185007.09890607, 1108137.00580119)
"NM","72268923077","722689","23077","CLOVIS MUNICIPAL AIRPORT","KCVN",34.433,-103.083,1285,"35","009","35009","Curry","New Mexico","Southwest",c(-645262.13115888, 1287438.11997946)
"NM","72364703034","723647","03034","DOUBLE EAGLE II AIRPORT","KAEG",35.145,-106.795,1779.1,"35","001","35001","Bernalillo","New Mexico","Southwest",c(-973193.829648023, 1398358.33616599)
"NM","72365023050","723650","23050","ALBUQUERQUE INTL SUNPORT AIRPORT","KABQ",35.042,-106.615,1618.4,"35","001","35001","Bernalillo","New Mexico","Southwest",c(-958319.211773589, 1385076.88012453)
"NM","99999953002","999999","53002","ARTESIA 2 WNW","",32.855,-104.457,1067.1,"35","015","35015","Eddy","New Mexico","Southwest",c(-785795.352283893, 1122100.52559653)
"NM","72271093045","722710","93045","TRH OR CONSEQCES MUNI ARPT","KTCS",33.237,-107.268,1470.2,"35","051","35051","Sierra","New Mexico","Southwest",c(-1040868.90988118, 1191528.22699004)
